Complaint_Summary,Category,Is_Augmented
nabasag linya kuryente kalsada,Environmental & Infrastructure,True
pagputol puno,Environmental & Infrastructure,True
ginawang basurahan poste lupa,Environmental & Infrastructure,True
lumagpas pagputol puno bahay,Environmental & Infrastructure,True
lumagpas kuryente pagputol puno,Environmental & Infrastructure,True
lumagpas pagputol punongkahoy,Environmental & Infrastructure,True
nabasag meralco meter tubig,Environmental & Infrastructure,True
lumagpas pagputol puno tricycle,Environmental & Infrastructure,True
puno nabasag meralco meter,Environmental & Infrastructure,True
ginawang linya kuryente,Environmental & Infrastructure,True
ginawang kuryente,Environmental & Infrastructure,True
naka jumper basurahan lupa,Environmental & Infrastructure,True
problema linya kuryente subdivision,Environmental & Infrastructure,True
basurahan lupa,Environmental & Infrastructure,True
nabasag puno meralco meter,Environmental & Infrastructure,True
basura naka jumper linya kuryente,Environmental & Infrastructure,True
nabasag tubo tubig barangay,Environmental & Infrastructure,True
lumagpas meralco meter,Environmental & Infrastructure,True
meralco meter,Environmental & Infrastructure,True
nabasag meralco puno meter,Environmental & Infrastructure,True
ginawang basurahan tindahan,Environmental & Infrastructure,True
lumagpas lupa,Environmental & Infrastructure,True
ginawang basurahan bahay,Environmental & Infrastructure,True
problema metro meralco subdivision,Environmental & Infrastructure,True
poste nabasag meralco meter,Environmental & Infrastructure,True
basura palengke hindi nililinis,Environmental & Infrastructure,True
lumagpas pagputol poste puno,Environmental & Infrastructure,True
lumagpas puno,Environmental & Infrastructure,True
nabasag linya kuryente barangay,Environmental & Infrastructure,True
nabasag linya kuryente tricycle,Environmental & Infrastructure,True
ginawang basurahan palayan,Environmental & Infrastructure,True
ginawang basurahan puno lupa,Environmental & Infrastructure,True
naka jumper linya koryente,Environmental & Infrastructure,True
lumagpas pagputol puno tindahan,Environmental & Infrastructure,True
nawasak meralco meter,Environmental & Infrastructure,True
naka lupa,Environmental & Infrastructure,True
problema gripo subdivision,Environmental & Infrastructure,True
naka illegal connection linya meralco,Environmental & Infrastructure,True
jumper kuryente,Environmental & Infrastructure,True
nabasag kuryente,Environmental & Infrastructure,True
naka jumper linya kuryente jumper,Environmental & Infrastructure,True
naka jumper puno,Environmental & Infrastructure,True
naka jumper poste linya kuryente,Environmental & Infrastructure,True
nabasag meralco,Environmental & Infrastructure,True
naka jumper linya ilaw,Environmental & Infrastructure,True
nabasag meralco meter poste,Environmental & Infrastructure,True
naka jumper meter,Environmental & Infrastructure,True
nabasag pagputol puno,Environmental & Infrastructure,True
basura barangay hindi nililinis,Environmental & Infrastructure,True
jumper naka jumper linya kuryente,Environmental & Infrastructure,True
ginawang basurahan lupa jumper,Environmental & Infrastructure,True
nasira meralco meter,Environmental & Infrastructure,True
poste lumagpas pagputol puno,Environmental & Infrastructure,True
nabasag gripo kalsada,Environmental & Infrastructure,True
puno naka jumper linya kuryente,Environmental & Infrastructure,True
nabasag metro meralco eskwelahan,Environmental & Infrastructure,True
naka kuryenteng ninakaw linya linya ng kuryente,Environmental & Infrastructure,True
lumagpas pagputol sanga,Environmental & Infrastructure,True
nabasag gripo tindahan,Environmental & Infrastructure,True
naka ilegal na koneksyon linya ilaw,Environmental & Infrastructure,True
nabasag puno,Environmental & Infrastructure,True
basura eskwelahan hindi nililinis,Environmental & Infrastructure,True
naka basura jumper linya kuryente,Environmental & Infrastructure,True
nadurog meralco meter,Environmental & Infrastructure,True
poste ginawang basurahan lupa,Environmental & Infrastructure,True
nabasag gripo tricycle,Environmental & Infrastructure,True
nabasag meralco tubig meter,Environmental & Infrastructure,True
ginawang basurahan property,Environmental & Infrastructure,True
nabasag metro meralco kalsada,Environmental & Infrastructure,True
naka jumper linya kuryente tubig,Environmental & Infrastructure,True
naka ilegal na koneksyon linya kuryente,Environmental & Infrastructure,True
ginawang basurahan eskwelahan,Environmental & Infrastructure,True
ginawang jumper basurahan lupa,Environmental & Infrastructure,True
naka basurahan lupa,Environmental & Infrastructure,True
lumagpas linya kuryente,Environmental & Infrastructure,True
basura kalsada hindi nililinis,Environmental & Infrastructure,True
lumagpas pagputol kahoy,Environmental & Infrastructure,True
ginawang basurahan,Environmental & Infrastructure,True
lumagpas pagputol puno kalsada,Environmental & Infrastructure,True
naka tubig jumper linya kuryente,Environmental & Infrastructure,True
nabasag tubo tubig eskwelahan,Environmental & Infrastructure,True
naka jumper jumper linya kuryente,Environmental & Infrastructure,True
ginawang basurahan lupa puno,Environmental & Infrastructure,True
basura ginawang basurahan lupa,Environmental & Infrastructure,True
naka jumper kuryente,Environmental & Infrastructure,True
kuryente nabasag meralco meter,Environmental & Infrastructure,True
nabasag linya kuryente eskwelahan,Environmental & Infrastructure,True
jumper lumagpas pagputol puno,Environmental & Infrastructure,True
nabasag tubo tubig tindahan,Environmental & Infrastructure,True
ginawang basurahan tubig lupa,Environmental & Infrastructure,True
jumper ginawang basurahan lupa,Environmental & Infrastructure,True
ginawang basurahan basura lupa,Environmental & Infrastructure,True
nabasag meralco meter basura,Environmental & Infrastructure,True
ginawang pagputol puno,Environmental & Infrastructure,True
naka jumper linya poste kuryente,Environmental & Infrastructure,True
naka jumper linya kuryente kuryente,Environmental & Infrastructure,True
ginawang lupa,Environmental & Infrastructure,True
nabasag kuryente meralco meter,Environmental & Infrastructure,True
lumagpas tubig pagputol puno,Environmental & Infrastructure,True
nabasag tubo tubig tricycle,Environmental & Infrastructure,True
naka jumper,Environmental & Infrastructure,True
ginawang basurahan ari arian,Environmental & Infrastructure,True
ginawang basurahan kuryente lupa,Environmental & Infrastructure,True
jumper nabasag meralco meter,Environmental & Infrastructure,True
naka pagputol puno,Environmental & Infrastructure,True
naka jumper linya,Environmental & Infrastructure,True
ginawang poste basurahan lupa,Environmental & Infrastructure,True
ginawang basurahan lupain,Environmental & Infrastructure,True
naka puno,Environmental & Infrastructure,True
ginawang basurahan lupa poste,Environmental & Infrastructure,True
tubig nabasag meralco meter,Environmental & Infrastructure,True
ginawang basurahan barangay,Environmental & Infrastructure,True
nabasag meralco kuryente meter,Environmental & Infrastructure,True
lumagpas pagputol puno puno,Environmental & Infrastructure,True
naka illegal connection linya linya ng kuryente,Environmental & Infrastructure,True
nabasag gripo eskwelahan,Environmental & Infrastructure,True
lumagpas pagputol puno tubig,Environmental & Infrastructure,True
naka kuryenteng ninakaw linya meralco,Environmental & Infrastructure,True
lumagpas pagputol puno barangay,Environmental & Infrastructure,True
nabasag linya kuryente,Environmental & Infrastructure,True
lumagpas kuryente,Environmental & Infrastructure,True
ginawang basura basurahan lupa,Environmental & Infrastructure,True
naka jumper pagputol puno,Environmental & Infrastructure,True
ginawang basurahan lupa kuryente,Environmental & Infrastructure,True
naka jumper kuryente linya kuryente,Environmental & Infrastructure,True
naka puno jumper linya kuryente,Environmental & Infrastructure,True
puno lumagpas pagputol puno,Environmental & Infrastructure,True
nabasag tubo tubig kalsada,Environmental & Infrastructure,True
nabasag tubo tubig bahay,Environmental & Infrastructure,True
lumagpas pagputol,Environmental & Infrastructure,True
lumagpas pagputol puno palengke,Environmental & Infrastructure,True
lumagpas pagputol puno poste,Environmental & Infrastructure,True
naka jumper linya jumper kuryente,Environmental & Infrastructure,True
puno ginawang basurahan lupa,Environmental & Infrastructure,True
naka illegal connection linya koryente,Environmental & Infrastructure,True
nabasag metro meralco palengke,Environmental & Infrastructure,True
naka jumper linya puno kuryente,Environmental & Infrastructure,True
lumagpas pagputol puno basura,Environmental & Infrastructure,True
nabasag meralco meter jumper,Environmental & Infrastructure,True
lumagpas pagputol basura puno,Environmental & Infrastructure,True
tubig ginawang basurahan lupa,Environmental & Infrastructure,True
ginawang kuryente basurahan lupa,Environmental & Infrastructure,True
basura nabasag meralco meter,Environmental & Infrastructure,True
nabasag meralco meter puno,Environmental & Infrastructure,True
naka linya,Environmental & Infrastructure,True
nabasag poste meralco meter,Environmental & Infrastructure,True
nabasag metro meralco barangay,Environmental & Infrastructure,True
ginawang basurahan lupa basura,Environmental & Infrastructure,True
nabasag meralco jumper meter,Environmental & Infrastructure,True
nabasag gripo barangay,Environmental & Infrastructure,True
lumagpas poste pagputol puno,Environmental & Infrastructure,True
naka kuryenteng ninakaw linya koryente,Environmental & Infrastructure,True
nabasag linya kuryente bahay,Environmental & Infrastructure,True
naka jumper tubig linya kuryente,Environmental & Infrastructure,True
nabasag gripo palengke,Environmental & Infrastructure,True
lumagpas pagputol jumper puno,Environmental & Infrastructure,True
naka jumper basura linya kuryente,Environmental & Infrastructure,True
ginawang basurahan lupa tubig,Environmental & Infrastructure,True
naka ilegal na koneksyon linya meralco,Environmental & Infrastructure,True
naka linya kuryente,Environmental & Infrastructure,True
nabasag metro meralco tindahan,Environmental & Infrastructure,True
nabasag metro meralco tricycle,Environmental & Infrastructure,True
problema taya bastos salita,Financial & Fraud,False
usapin bentahan motor,Financial & Fraud,False
pagkakautang,Financial & Fraud,False
hindi nababayarang balanse tindahan,Financial & Fraud,False
kumuha pera irrigators,Financial & Fraud,False
pinagpapalit piyesa motor,Financial & Fraud,False
hindi tumutupad bayad utang,Financial & Fraud,False
ayaw ibalik motor maliban kung magbabayad,Financial & Fraud,False
hindi tumupad kasunduan utang,Financial & Fraud,False
ayaw ikabit makina multicab,Financial & Fraud,False
hindi sumunod kasunduan,Financial & Fraud,False
nagbenta motor menor de edad xerox lang papel,Financial & Fraud,False
hindi nagbabayad perang pinalabas,Financial & Fraud,False
usapin sangla utang,Financial & Fraud,False
hindi binalik perang hiniram,Financial & Fraud,False
problema isinanglang kotse motor,Financial & Fraud,False
utang kompanya,Financial & Fraud,False
usapin bastos salita,Financial & Fraud,True
ipinagbili motor menor de edad xerox lang papel,Financial & Fraud,True
halagang nangutang kompanya,Financial & Fraud,True
hindi nagbabayad utang malaking halaga,Financial & Fraud,True
hindi nagbigay resibo bayad,Financial & Fraud,True
pinagpapalit piyesa sasakyan,Financial & Fraud,True
kumuha utang,Financial & Fraud,True
hindi kasunduan,Financial & Fraud,True
usapin ipinangako utang,Financial & Fraud,True
ayaw pinalabas,Financial & Fraud,True
problema utang lupa,Financial & Fraud,True
tumupad kasunduan utang,Financial & Fraud,True
hindi sumunod utang kasunduan,Financial & Fraud,True
ayaw ikabit id kahit nabayaran,Financial & Fraud,True
hindi binalik perang nangutang,Financial & Fraud,True
ginamit id nang walang pahintulot,Financial & Fraud,True
ayaw ibalik gamit kahit bayad,Financial & Fraud,True
usapin perang pinalabas,Financial & Fraud,True
problema makina multicab,Financial & Fraud,True
nagtinda motor menor de edad xerox lang papel,Financial & Fraud,True
hindi nagbabayad utang limang libo,Financial & Fraud,True
hindi tumupad kompanya,Financial & Fraud,True
kumuha pera nang walang pahintulot,Financial & Fraud,True
problema isinanglang kotse tricycle,Financial & Fraud,True
usapin sangla halagang nangutang,Financial & Fraud,True
hindi kompanya,Financial & Fraud,True
ayaw ibalik tricycle maliban kung magbabayad,Financial & Fraud,True
usapin papel,Financial & Fraud,True
utang kompanya pera,Financial & Fraud,True
pinagpapalit piyesa bike,Financial & Fraud,True
hindi tumupad lang papel,Financial & Fraud,True
pinagpapalit motor,Financial & Fraud,True
pinagkakautangan ayaw magbayad,Financial & Fraud,True
kasunduan ayaw ibalik motor maliban kung magbabayad,Financial & Fraud,True
hindi nagbabayad perang hindi nagbabayad pinalabas,Financial & Fraud,True
nagbenta gamit nang walang papel,Financial & Fraud,True
pinagpapalit sumunod kasunduan,Financial & Fraud,True
usapin sangla motor,Financial & Fraud,True
problema utang pera,Financial & Fraud,True
ayaw ibalik motor irrigators,Financial & Fraud,True
ayaw ibalik motor kung magbabayad,Financial & Fraud,True
problema isinanglang perang hiniram,Financial & Fraud,True
ibinenta bike menor de edad xerox lang karatula,Financial & Fraud,True
kumuha halaga irrigators,Financial & Fraud,True
ayaw ibalik cellphone kahit bayad,Financial & Fraud,True
hindi tumutupad kasunduan motor,Financial & Fraud,True
nagtinda bike menor de edad xerox lang papel,Financial & Fraud,True
kumuha pinalabas,Financial & Fraud,True
hindi sumunod kasunduan hindi nagbabayad,Financial & Fraud,True
usapin bentahan,Financial & Fraud,True
hindi tumutupad pagbabayad utang,Financial & Fraud,True
ayaw ibalik dokumento kahit bayad,Financial & Fraud,True
nagbenta pera nang walang papel,Financial & Fraud,True
pinagpapalit tindahan,Financial & Fraud,True
nagbenta motor menor de edad xerox lang dokumento,Financial & Fraud,True
taya salita,Financial & Fraud,True
problema isinanglang kotse sasakyan,Financial & Fraud,True
pinagpapalit pera irrigators,Financial & Fraud,True
hindi nagbabayad perang,Financial & Fraud,True
hindi balanse tindahan,Financial & Fraud,True
utang kompanya hiniram,Financial & Fraud,True
hindi sumunod napagkasunduan,Financial & Fraud,True
usapin sangla pera na hiniram,Financial & Fraud,True
hindi nababayarang balanse bilihan,Financial & Fraud,True
ayaw bentahan motor,Financial & Fraud,True
hindi binalik motor hiniram,Financial & Fraud,True
usapin piyesa motor,Financial & Fraud,True
problema isinanglang kotse motor sangla,Financial & Fraud,True
ayaw ibalik motorsiklo maliban kung magbabayad,Financial & Fraud,True
problema isinanglang kotse bike,Financial & Fraud,True
hindi tumupad kontrata pautang,Financial & Fraud,True
problema isinanglang motor,Financial & Fraud,True
nagbenta motorsiklo menor de edad xerox lang papel,Financial & Fraud,True
ayaw ikabit motor kahit nabayaran,Financial & Fraud,True
hindi tumutupad kasunduan bahay,Financial & Fraud,True
nagbenta kotse nang walang papel,Financial & Fraud,True
utang makina multicab,Financial & Fraud,True
hindi nagbabayad utang sampung libo,Financial & Fraud,True
maliban kung magbabayad,Financial & Fraud,True
hindi tumutupad kasunduan pera,Financial & Fraud,True
hindi binalik cellphone hiniram,Financial & Fraud,True
nagbenta motor menor de salita,Financial & Fraud,True
usapin sangla pera,Financial & Fraud,True
hindi binalik gamit hiniram,Financial & Fraud,True
nagbenta motor menor de edad xerox,Financial & Fraud,True
sangla utang,Financial & Fraud,True
ayaw ikabit pera kahit nabayaran,Financial & Fraud,True
hindi tumutupad bayad kasunduan utang,Financial & Fraud,True
usapin bentahan motorsiklo,Financial & Fraud,True
hindi tumutupad utang bayad utang,Financial & Fraud,True
problema kasunduan,Financial & Fraud,True
kumuha salapi irrigators,Financial & Fraud,True
usapin bentahan tricycle,Financial & Fraud,True
nagbenta motor hiniram,Financial & Fraud,True
problema isinanglang edad xerox lang papel,Financial & Fraud,True
kumuha hindi nagbabayad pera irrigators,Financial & Fraud,True
nagbenta motor nang walang papel,Financial & Fraud,True
problema taya kompanya,Financial & Fraud,True
problema isinanglang kotse motorsiklo,Financial & Fraud,True
usapin kompanya,Financial & Fraud,True
hindi maliban kung magbabayad,Financial & Fraud,True
hindi tumutupad kasunduan sasakyan,Financial & Fraud,True
ayaw ikabit cellphone kahit nabayaran,Financial & Fraud,True
problema utang ari arian,Financial & Fraud,True
hindi piyesa motor,Financial & Fraud,True
pagkakautang hindi nagbabayad,Financial & Fraud,True
ayaw ibalik motor,Financial & Fraud,True
ayaw ikabit wallet kahit nabayaran,Financial & Fraud,True
pinagpapalit piyesa motorsiklo,Financial & Fraud,True
usapin ginagarantiya utang,Financial & Fraud,True
hindi binalik kotse hiniram,Financial & Fraud,True
problema isinanglang kotse kasunduan motor,Financial & Fraud,True
usapin salita,Financial & Fraud,True
hindi nagbabayad utang halagang hiniram,Financial & Fraud,True
hindi kung magbabayad,Financial & Fraud,True
kumuha pera pera irrigators,Financial & Fraud,True
utang sangla kompanya,Financial & Fraud,True
kumuha edad xerox lang papel,Financial & Fraud,True
nagbenta bike menor de edad xerox lang papel,Financial & Fraud,True
nagbenta wallet nang walang papel,Financial & Fraud,True
hindi tumupad pera irrigators,Financial & Fraud,True
nagbenta motor menor de edad xerox lang papeles,Financial & Fraud,True
hindi utang nababayarang balanse tindahan,Financial & Fraud,True
usapin pera sangla utang,Financial & Fraud,True
usapin sangla sasakyan,Financial & Fraud,True
hindi tumupad kasunduan halagang nangutang,Financial & Fraud,True
hindi binalik dokumento hiniram,Financial & Fraud,True
utang kompanya sangla,Financial & Fraud,True
nagbenta tricycle menor de edad xerox lang dokumento,Financial & Fraud,True
usapin sangla pautang,Financial & Fraud,True
ayaw ibalik wallet kahit bayad,Financial & Fraud,True
problema bayad isinanglang kotse motor,Financial & Fraud,True
hindi bayad utang,Financial & Fraud,True
hindi nagbabayad tindahan,Financial & Fraud,True
hindi nababayarang balanse negosyo,Financial & Fraud,True
hindi tumutupad hiniram bayad utang,Financial & Fraud,True
hindi tumutupad multicab,Financial & Fraud,True
hindi utang,Financial & Fraud,True
problema motor,Financial & Fraud,True
ayaw ikabit makina,Financial & Fraud,True
motor de edad xerox lang papel,Financial & Fraud,True
hindi tindahan,Financial & Fraud,True
hindi nababayarang balanse establisimyento,Financial & Fraud,True
hindi tumupad kasunduan utang sangla,Financial & Fraud,True
hindi tumutupad bayad sangla utang,Financial & Fraud,True
pera hindi tumutupad bayad utang,Financial & Fraud,True
kumuha pera sangla irrigators,Financial & Fraud,True
kumuha motor,Financial & Fraud,True
kumuha pera irrigators kasunduan,Financial & Fraud,True
pinagpapalit bentahan motor,Financial & Fraud,True
usapin sangla lupa,Financial & Fraud,True
ayaw ibalik motor maliban kung,Financial & Fraud,True
utang balanse tindahan,Financial & Fraud,True
hindi tumutupad kabayaran pautang,Financial & Fraud,True
usapin edad xerox lang papel,Financial & Fraud,True
hindi binalik wallet hiniram,Financial & Fraud,True
pera hindi binalik perang hiniram,Financial & Fraud,True
usapin bentahan motor utang,Financial & Fraud,True
pera pagkakautang,Financial & Fraud,True
pinagpapalit piyesa tricycle,Financial & Fraud,True
balanse tindahan,Financial & Fraud,True
ayaw ibalik kotse kahit bayad,Financial & Fraud,True
nagbenta motor menor de edad xerox lang karatula,Financial & Fraud,True
problema hindi nagbabayad taya bastos salita,Financial & Fraud,True
hindi tumutupad motor,Financial & Fraud,True
ayaw ibalik pera kahit bayad,Financial & Fraud,True
hindi salita,Financial & Fraud,True
ayaw ibalik irrigators,Financial & Fraud,True
pinagpapalit piyesa hiniram motor,Financial & Fraud,True
usapin utang sangla utang,Financial & Fraud,True
hindi sumunod usapan,Financial & Fraud,True
hindi tumutupad singil pera na hiniram,Financial & Fraud,True
usapin sangla bahay,Financial & Fraud,True
kumuha multicab,Financial & Fraud,True
hindi pera sumunod kasunduan,Financial & Fraud,True
hindi sumunod kasunduan sangla,Financial & Fraud,True
hindi bastos salita,Financial & Fraud,True
hindi tumupad motor,Financial & Fraud,True
usapin prenda pautang,Financial & Fraud,True
hindi tumupad balanse tindahan,Financial & Fraud,True
usapin bayad utang,Financial & Fraud,True
hindi tumupad kasunduan pautang,Financial & Fraud,True
ayaw kasunduan utang,Financial & Fraud,True
nawawalang anak,Lost Items & Missing Person,False
nawawalang cellphone,Lost Items & Missing Person,False
nawawalang wallet tricycle,Lost Items & Missing Person,False
nawawalang cellphone,Lost Items & Missing Person,False
nawawalang wallet cash,Lost Items & Missing Person,False
nalaglag wallet,Lost Items & Missing Person,False
nawawalang belt bag,Lost Items & Missing Person,False
missing kotse mula kahapon,Lost Items & Missing Person,True
nawawalang wallet,Lost Items & Missing Person,True
wala belt bag,Lost Items & Missing Person,True
nawala gamit habang nasa barangay,Lost Items & Missing Person,True
naiwan id palengke,Lost Items & Missing Person,True
cellphone nawawalang cellphone,Lost Items & Missing Person,True
nawawalang bag na may pera tricycle,Lost Items & Missing Person,True
wala nang balita motor,Lost Items & Missing Person,True
nawala nawawalang wallet cash,Lost Items & Missing Person,True
nawawalang dokumento palengke,Lost Items & Missing Person,True
naiwan motor bahay,Lost Items & Missing Person,True
wala nang balita dokumento,Lost Items & Missing Person,True
nawala bag na may pera tricycle,Lost Items & Missing Person,True
missing motor mula kahapon,Lost Items & Missing Person,True
wallet tricycle,Lost Items & Missing Person,True
nawawalang pitaka cash,Lost Items & Missing Person,True
di makita id,Lost Items & Missing Person,True
nawawalang cp,Lost Items & Missing Person,True
missing pitaka tricycle,Lost Items & Missing Person,True
nawawalang bata,Lost Items & Missing Person,True
di makita anak,Lost Items & Missing Person,True
nakalimutan cellphone eskwelahan,Lost Items & Missing Person,True
nawala belt bag,Lost Items & Missing Person,True
nawawalang motor bahay,Lost Items & Missing Person,True
naiwan id tricycle,Lost Items & Missing Person,True
di makita dokumento,Lost Items & Missing Person,True
nawala gadget,Lost Items & Missing Person,True
nawawalang cellphone bahay,Lost Items & Missing Person,True
nalaglag nawawalang wallet tricycle,Lost Items & Missing Person,True
wala anak,Lost Items & Missing Person,True
nawawalang cash,Lost Items & Missing Person,True
di makita pitaka dyip,Lost Items & Missing Person,True
nawala portamoneda cash,Lost Items & Missing Person,True
wala nang balita gamit,Lost Items & Missing Person,True
missing nawawalang wallet tricycle,Lost Items & Missing Person,True
nalaglag nalaglag wallet,Lost Items & Missing Person,True
di makita gadget,Lost Items & Missing Person,True
di makita cellphone,Lost Items & Missing Person,True
missing menor de edad,Lost Items & Missing Person,True
nawawalang bata namin,Lost Items & Missing Person,True
naiwan motor palengke,Lost Items & Missing Person,True
di makita kotse,Lost Items & Missing Person,True
nakalimutan kotse tricycle,Lost Items & Missing Person,True
nawala dokumento habang nasa tricycle,Lost Items & Missing Person,True
nawala wallet habang nasa barangay,Lost Items & Missing Person,True
nawawalang portamoneda tricycle,Lost Items & Missing Person,True
nawawalang gadget,Lost Items & Missing Person,True
nawawala nawawalang wallet cash,Lost Items & Missing Person,True
nawawalang pera tindahan,Lost Items & Missing Person,True
nawawalang wallet anak,Lost Items & Missing Person,True
missing wallet cash,Lost Items & Missing Person,True
nawawalang bag,Lost Items & Missing Person,True
nawala bag na may pera cash,Lost Items & Missing Person,True
di makita wallet,Lost Items & Missing Person,True
nawawalang telepono,Lost Items & Missing Person,True
cellphone nawawalang anak,Lost Items & Missing Person,True
nawala anak,Lost Items & Missing Person,True
nalaglag anak,Lost Items & Missing Person,True
nawala kotse habang nasa barangay,Lost Items & Missing Person,True
wala nang balita id,Lost Items & Missing Person,True
wala cellphone,Lost Items & Missing Person,True
nalaglag id eskwelahan,Lost Items & Missing Person,True
wallet nawawalang wallet cash,Lost Items & Missing Person,True
nawawalang cellphone eskwelahan,Lost Items & Missing Person,True
nawawalang menor de edad,Lost Items & Missing Person,True
nalaglag tricycle,Lost Items & Missing Person,True
nawawalang nalaglag anak,Lost Items & Missing Person,True
nawala telepono,Lost Items & Missing Person,True
nawala cellphone,Lost Items & Missing Person,True
nalaglag gamit kalsada,Lost Items & Missing Person,True
missing wallet mula kahapon,Lost Items & Missing Person,True
missing id mula kahapon,Lost Items & Missing Person,True
nawawalang nawala cellphone,Lost Items & Missing Person,True
di makita bata namin,Lost Items & Missing Person,True
nawawalang gamit eskwelahan,Lost Items & Missing Person,True
nakalimutan kotse palengke,Lost Items & Missing Person,True
nalaglag pera bahay,Lost Items & Missing Person,True
nawala kotse habang nasa palengke,Lost Items & Missing Person,True
naiwan wallet barangay,Lost Items & Missing Person,True
